"","id","max.resid","med.resid","int","stdevresid","rsquared","cor","outlier","class"
"1963","3L 5425658",0.0649181093922561,0.00381304043658459,0.10365586803163,0.0026981869502879,0.083452873704501,0.061107231154487,0.055731904854369,"accept"
"2475","3R 41304094",0.027050556302585,0.00706472991403214,3.80949290259819,0.044110608683517,0.098377011034792,0.0715199756369159,0.125831761573499,"accept"
"2879","3R 46500179",0.059886274252352,0.00193694915679282,0.650156937622411,0.0146729088806229,0.173175735473995,0.121611393332908,0.047702093363917,"accept"
"1875","3L 367402",0.073808810112691,0.0180531396586977,2.7278720315428,0.08402855850882,0.220800864699248,0.187344666011844,0.290909090909091,"accept"
"327","2L 2054163",0.078459088203127,0.0256483629061794,3.3328825686353,0.05466183539282,0.053044215958267,0.0541105418164231,0.017857142857143,"accept"
"1160","2R 28119297",0.0822838204196822,0.00226961008421952,4.71560775262272,0.0337267200527017,0.032597974553366,0.020366817750069,0.092649144628188,"accept"
"2926","3R 49042394",0.00368131519961301,0.0065143528626553,2.0683475179379,0.069651852760544,0.229891944194717,0.173177267740115,0.0326387336898713,"accept"
"1651","3L 123517",0.064846374282472,0.0053396327749296,2.13814882009019,0.088628216268779,0.219326294986011,0.184422578230129,0.290909090909091,"accept"
"1686","3L 14518402",0.076694283111794,0.0445806278508726,0.545982803551698,0.0720150378031852,0.315983880170908,0.240889747324575,0.103074566521746,"accept"
"1127","2R 24860297",0.167721767864453,0.0397832162948846,3.6166994850458,0.036277372865104,0.098849621959855,0.0703219638866139,0.053429421637989,"accept"
"181","2L 1553057",0.108569194627452,0.0488892444612684,0.854334180750797,0.024975443258028,0.133805506045129,0.0986019548990701,0.1641242540983,"accept"
"3523","X 15392345",0.565297956839347,0.03666254294003,6.62156692362155,0.124471734462927,0.277132369671098,0.446342566676004,0.45560177542514,"accept"
"276","2L 1778402",0.0249334710842449,0.0984078815090022,0.655371204296699,0.01077135749219,0.00952282843654649,0.016794524706037,0.027083333333333,"accept"
"179","2L 1552458",0.00517050133836894,0.0831395255690197,3.85124903370896,0.018917635593794,0.0111460145631891,0.032166828342344,0.001715993318718,"reject"
"3808","X 9213088",0.083582193982871,0.0493838413890661,6.1129292576505,0.046395886429891,0.010684108246433,0.010844949118605,0.053531579084898,"accept"
"3151","3R 52657792",0.069891813532275,0.0017481685492899,1.0049799723818,0.094480467712801,0.204939650435378,0.180981053605887,0.290909090909091,"accept"
"521","2L 28550235",0.154401826463289,0.0167038978423241,0.597423110266101,0.042869230603214,0.043048089716908,0.041794275558274,0.299334516415262,"accept"
"1643","3L 12205119",0.123724972205688,0.0384083967979937,2.82794081218877,0.0245767198638495,0.309375298716356,0.268505786357508,0.0103574158570526,"accept"
"2408","3R 36279402",0.014063280863144,0.0190359149281593,1.35103457263468,0.000512637483012002,0.090106614294111,0.093567518674429,1.71235783639999e-05,"accept"
"2226","3R 28582806",0.110444347521286,0.0169430700131467,3.0678149591289,0.036968499117139,0.126371564945758,0.0918438417405379,0.0042490391304349,"accept"
"133","2L 15177107",0.162508520203451,0.0308721977240714,8.7359713737729,0.013952423143145,0.114685689113404,0.092704180282232,0.306192358366272,"accept"
"2451","3R 41012150",0.153462485275053,0.0377775770635902,7.1761074805066,0.02176512481746,0.055840952260114,0.047295065300221,0.324642681422925,"accept"
"2710","3R 43299272",0.209343628228175,0.02198957797594,5.4605322273583,0.0960819865939294,0.548559330524622,0.362955530854221,0.0241514004793688,"accept"
"1929","3L 3893453",0.03753870047111,0.001548540850803,3.8178334959372,0.0154518900274884,0.037101675927408,0.023789151034321,0.030763832027138,"accept"
"460","2L 2639888",0.015923641613428,0.019233512138901,0.991113578497401,0.00387170580778395,0.00967048494230971,0.016449716822038,0.0443661971830989,"accept"
"849","2L 435036",0.083449138497026,0.0805164812551399,2.9162283639566,0.00607470617824601,0.0441423951684345,0.080069304592949,0.00833333333333297,"accept"
"3064","3R 52094601",0.056268459808472,0.0199388120849828,6.6976641665066,0.044537589686683,0.011840349052319,0.010543198254173,0.197239680237154,"accept"
"2382","3R 29324380",0.026766800660638,0.012868814362593,3.5370728892552,0.014675604293839,0.00213567675481802,0.00169800343545001,0.075197583003952,"accept"
"844","2L 422486",0.087694131852049,0.0927126384521453,1.9201902173781,0.00360355569243098,0.0341042569719061,0.059652071466032,0.00833333333333297,"accept"
"2072","3L 8135625",0.085116716470556,0.0167437941089097,3.5998768037224,0.023375987150086,0.012820813546839,0.011558615065019,0.272788112252965,"accept"
"2012","3L 6281609",0.244525473286857,0.0268297393044983,4.6596951953602,0.0316504567689528,0.061740666837475,0.044322357609467,0.0575399293762522,"accept"
"2141","3L 9804938",0.079519718911452,0.0411385504330287,7.7046166437555,0.037014663416686,0.291105334977801,0.2498996072727,0.0689300405078885,"accept"
"1451","2R 41402955",0.137482113245224,0.0149647987033688,3.3837300116648,0.047975885889092,0.166948772094638,0.109400150928215,0.140798358268238,"accept"
"34","2L 11024792",0.207410855348615,0.0423867357120553,4.7655419212828,0.079156279101985,0.175091687380968,0.12949331490585,0.004841897233201,"accept"
"104","2L 1393390",0.110794576241318,0.061822078255114,3.049037275565,0.048214709452525,0.177934305301801,0.158866632734693,0.019917582417583,"accept"
"490","2L 2826303",0.018069418131922,0.0734990493368993,2.7578729533943,0.040406710437848,0.0179050592933348,0.047053945158953,0.031891042856838,"accept"
"2732","3R 43509696",0.047541907835713,0.0477184859307272,0.544431351870603,0.026534623989261,0.132064391079031,0.089900420432539,0.160046383197894,"accept"
"79","2L 11808307",0.070704878986369,0.0117201596693983,2.1029412396647,0.073517860256245,0.203075588859778,0.19609646561141,0.277858529509131,"accept"
"2772","3R 43900699",0.20975831703202,0.0119156963583992,2.1537538714111,0.0628603944760804,0.294773051191552,0.200312412104956,0.135904680290488,"accept"
"623","2L 3039984",0.023531128457559,0.017526516342736,1.5412744119978,0.00216327410035799,0.001005016613138,0.002025633731046,0.014015151515151,"reject"
"2786","3R 44320017",0.038074991988963,0.0269475877730123,3.95571584613398,0.024287338384138,0.126423274758059,0.200770471651982,0.0048379510419036,"accept"
"2356","3R 29119341",0.022360241190781,0.0235550216342862,1.1447707763155,0.009867807536906,0.116414263928763,0.070482397810248,0.090602471297846,"accept"
"2963","3R 50000729",0.122742839916569,0.0209576709640172,4.4515084399348,0.0628343545925253,0.243247867779981,0.156418987305244,0,"accept"
"2920","3R 48898429",0.047932035570853,0.008184543644222,2.99264910888626,0.0112992601324438,0.35629187054143,0.38338504019826,0.012614549791956,"accept"
"700","2L 3239869",0.052824758889104,0.0626077981019152,4.5852930317127,0.07683092106739,0.16226215279984,0.206216238627431,0.0957400776843908,"reject"
