"","id","max.resid","med.resid","int","stdevresid","rsquared","cor","outlier","class"
"2703","3L 14548055",0.02855446334802,0.0646782182342903,6.6208583765779,0.064824917084196,0.000953196718566002,0.001147961148593,0.53990322375494,"reject"
"680","2L 3276362",0.059346024601217,0.0143915551222924,2.45388952180674,0.007194346604095,0.111079075426478,0.117198833274082,0.077741619747986,"accept"
"1755","2L 4443639",0.145618083819878,0.00109460239093682,3.66272476890792,0.0571104912458619,0.039066740049115,0.039936913164453,0.171162429023636,"reject"
"2095","2L 4957598",0.094643071857149,0.00835818295665153,2.54509712018128,0.0463710306564948,0.00372357639826401,0.004344017983194,0.09810421821819,"accept"
"3391","3R 43691769",0.086352127680447,0.0448311599740291,7.6401004883786,0.03780287709676,0.053105655966871,0.0556631258050669,0.423576181513577,"reject"
"812","2L 33918862",0.090588294132962,0.013126967461894,2.45170949171106,0.0419347960670894,0.00562635899227601,0.00607585203109601,0.13135234754024,"accept"
"3124","3R 28836259",0.1170691336993,0.0989302982062157,12.2390571452155,0.112080995160278,0.183267840646006,0.385874132444301,0.0329818364764269,"reject"
"3693","X 11792944",0.128637588755394,0.0326798310710384,4.42125681227997,0.002618707676493,0.070305004268965,0.08739250367425,0.441389429198023,"reject"
"1311","2L 3554835",0.093156235953154,0.0131888049342916,2.54057864728354,0.0519152308455239,0.013145562085091,0.015039456220329,0.088536366885728,"accept"
"614","2L 3213051",0.00905663248306898,0.00992734397935238,0.8019491542191,0.023818562510272,0.00258064216652298,0.002893083061141,0.026315623561751,"accept"
"3077","3R 28658674",0.116864102024499,0.0355725715903284,2.9164330323716,0.023820741339505,0.0556836147760085,0.200235131464798,0.002539097847193,"reject"
"1124","2L 3422959",0.000453696362258005,0.00432363511762062,2.04536789152893,0.025434567779494,0.046262603183601,0.054505285575884,0.025257283420309,"accept"
"1562","2L 3866002",0.087904399629743,0.00702062958048807,3.06152547790781,0.0469158335032859,0.025818514281708,0.030504373313315,0.095601934476275,"accept"
"2269","2R 25949398",0.00152072602171405,0.0783607451308301,8.43221638404573,0.057562947906484,0.138098334094444,0.233595073991424,0.057227047146402,"reject"
"833","2L 33931305",0.090723633699224,0.00952240498219238,2.40025367531441,0.0451116218120613,0.011167027827514,0.01274238543234,0.091693199740597,"accept"
"2293","2R 28316081",0.061254514824579,0.00934701959187974,1.92583718241943,0.0412133610318669,0.00901775457833701,0.010260854700387,0.0559151283865,"accept"
"1972","2L 4795906",0.085973194196369,0.0019902344344233,3.62798966828292,0.0321239258868403,0.107907554260347,0.129099274329487,0.200273675566214,"accept"
"1428","2L 3707900",0.091219993576948,0.005140689864869,3.29062857678913,0.0445844168305055,0.034836426706284,0.038245229583428,0.177829788873479,"accept"
"981","2L 34063529",0.187848685982772,0.0136032583856951,4.50838055515565,0.0815063049062595,0.00657971008524202,0.00847514620605599,0.211096538215516,"reject"
"2290","2R 28296802",0.073650898089791,0.013475627451114,1.77850017670946,0.0410371983304054,0.029831300178144,0.0305832457115789,0.095967904199464,"accept"
"3078","3R 28660106",0.093607992201152,0.0017620117328578,0.59341357587482,0.006246001381599,0.070141133135138,0.091194035793826,0.05500297773343,"accept"
"1653","2L 3946571",0.109531747738083,0.00254017108886745,4.37026936160475,0.0478839985952559,0.093368427028307,0.118051768755141,0.197800997273677,"accept"
"2226","2R 13447767",0.112295642249057,0.0167113465013727,8.6380105013032,0.010033478819488,0.118341645529237,0.139794935584102,0.609612792556544,"reject"
"2297","2R 28321338",0.207101658701371,0.0203075687112045,3.35705443444561,0.035289624022718,0.165957404939911,0.249608634598739,0.192727491101787,"reject"
"1855","2L 4667147",0.063845227721968,0.00601641348784795,1.18843425492175,0.031355865750804,0.026265122453875,0.029946268842065,0.102543334952379,"accept"
"588","2L 3174583",0.02382406020668,0.0028970379898604,2.95881043551559,0.017104382145496,0.0939479449434314,0.127702861377498,0.042260542625562,"accept"
"738","2L 3346814",0.021023712802951,0.0113580414312063,4.12154491974363,0.010135151945619,0.156013734896371,0.177565809007728,0.121534613462448,"reject"
"1480","2L 3752857",0.136497224539444,0.008304763977392,2.53223646111795,0.0575881918396613,0.045930651581311,0.050198953328917,0.187517708497353,"accept"
"2150","2L 580924",0.063755464209037,0.00871429475646795,0.5693037795112,0.00857784220714999,0.004582238631854,0.00518395515410502,0.091502554054565,"accept"
"3289","3R 42752564",0.043715683113091,0.0371220224422642,0.810375609381101,0.040249392003308,0.0864150939883203,0.123549188471507,0.437093623001403,"reject"
"893","2L 3398995",0.000277885400445987,0.00435795172042788,1.05384456812582,0.0249868857534318,0.008020925694707,0.00879422446835998,0.013577570763266,"accept"
"1553","2L 3861662",0.078338448343375,0.0238857041901272,0.771082486494381,0.032790121144842,0.047484475585725,0.046950841888693,0.145537884161508,"reject"
"2591","2R 47846081",0.221133750999133,0.0264665512839714,14.3609798979605,0.028039541262134,0.157976343901195,0.187910032158549,0.795507404912478,"reject"
"1923","2L 4756371",0.08398502753416,0.00795983731024808,2.2904732149971,0.042818138469651,0.00901775457833701,0.010260854700387,0.085709148815945,"accept"
"335","2L 2759273",0.043022556303911,0.0112703683115341,1.48070225347832,0.012916129782211,0.059426597522183,0.062371173724563,0.00932799230077797,"accept"
"452","2L 3043752",0.038804943176949,0.0104736907231957,0.364665911695178,0.01690136548519,0.00793676597818799,0.00883876303590997,0.06135105035917,"accept"
"3367","3R 43667987",0.045159248248143,0.0476876550646933,7.5394138529101,0.043494650051481,0.05059989248277,0.067836177328228,0.586783380771845,"reject"
"286","2L 2576833",0.077730336768478,0.0040611501246614,3.10527749912543,0.00414063010675102,0.114596799301871,0.159802201269846,0.00436652893329198,"reject"
"1730","2L 4412774",0.128401689197598,0.0237291889446516,5.23965378400246,0.044640919379021,0.086618233374067,0.0810806473226139,0.419651879757264,"reject"
"3908","X 9575413",0.058165791399451,0.0100537420501957,9.35152933529595,0.041060685100367,0.129897081956858,0.161714243019749,0.408031382364439,"reject"
"1539","2L 3847708",0.079719757591879,0.0105063995927592,3.05592089422806,0.0442878439861268,0.032532818781549,0.038018378536034,0.092466383272586,"accept"
"3066","3R 28653722",0.507444292865307,0.0314001877145469,1.14139908020165,0.103027517916265,0.0582110957408218,0.123987472519444,0.164395070948469,"reject"
"13","2L 11345037",0.034175550235464,0.0630614660836627,12.3786684980981,0.048946842807274,0.079159512150501,0.065652377847484,0.317310226005879,"reject"
"3254","3R 41207432",0.142888085419222,0.0188905724763487,5.96605742784112,0.00100756947554098,0.0845009005317451,0.142132210272888,0.408503464087333,"reject"
"1607","2L 3908768",0.108435128033667,0.0034021377560759,3.57691551604002,0.0303592796489002,0.098216725807836,0.11363545959361,0.218145918226721,"reject"
"88","2L 18871564",0.017945205120668,0.0237070543385648,1.96040275522075,0.051042314159526,0.0466496752434844,0.077436317513876,0.087729234088457,"reject"
"193","2L 2288585",0.044943072408314,0.0047968858171644,2.38626953352713,0.010303154102811,0.0805222499634645,0.116737576905974,0.00241194127855104,"accept"
"2911","3R 28582997",0.007060844956985,0.0882785422773315,4.58302485465723,0.053127046145322,0.0739908732002181,0.250783258920051,0.323127735536247,"reject"
"2053","2L 4907566",0.082763765982813,0.000882224885337101,3.77099370349523,0.0393187400964758,0.091561192832587,0.110313584176357,0.135986894719308,"accept"
"3703","X 14332053",0.052440177811953,0.022522967153045,8.33475686849607,0.027038429668345,0.166909780099978,0.225769640121166,0.338680146706559,"reject"
"1911","2L 4733889",0.085647468315934,0.00341799798648031,3.11069882341969,0.0324102131540569,0.061051725718715,0.0598767167209071,0.128817589119731,"accept"
"2619","2R 59299365",0.121450330307069,0.0111815059297414,0.5509015188672,0.030844724099599,0.110428253638494,0.121877679583836,0.013936758517364,"reject"
"165","2L 2112116",0.029531491851024,0.00961937335598165,0.0897413910948899,0.019952533286272,0.00901775457833701,0.010260854700387,0.053269635793908,"accept"
"3351","3R 43657013",0.0723631227979949,0.0080901720009493,7.1387747767658,0.012448151562451,0.089387903917665,0.111166031289531,0.625662080473306,"reject"
"2649","3L 11266224",0.027065833540701,0.0483567089824196,7.93716742396473,0.016233778569193,0.077246259415585,0.23403983934603,0.122350242967191,"reject"
"1625","2L 3924355",0.092464048271008,0.00701570826330247,2.11321661888489,0.0454751723742686,0.024690816080117,0.027233662312926,0.136177622654738,"accept"
"3042","3R 28642048",0.05690039275553,0.00656773423109513,2.83738525938139,0.006496229921684,0.087797905746945,0.087644923832525,0.072666946517566,"accept"
"2702","3L 14548006",0.017616225356168,0.0646483405805296,6.6118565338575,0.068194949271336,0.003675715018116,0.00439739746512502,0.529033658537549,"reject"
"293","2L 2595967",0.00053710394192702,0.00247395793122414,1.73264094883518,0.024789960410001,0.037162710997921,0.045129986002281,0.041054091539528,"accept"
"576","2L 3163879",0.000201557848862,0.00981586377486884,0.864335823786971,0.02669098010608,0.00185710315066701,0.00212011911669902,0.016701931098678,"accept"
"2043","2L 4888320",0.087642463588222,0.00807650955588721,2.3736436786804,0.044034504092855,0.00901775457833701,0.010260854700387,0.089870036471977,"accept"
"3067","3R 28654702",0.086391710443663,0.00588972406370332,1.06630383414993,0.00289965926990551,0.00433551531734,0.004822435574933,0.109842983771954,"accept"
"2692","3L 14520397",0.038985440534127,0.043996787303747,9.25321845062047,0.00085561943172302,0.077342149047992,0.172450861847264,0.122142186031945,"reject"
"3851","X 23480060",0.060105916943608,0.042467979347641,4.74237019324712,0.046896552143798,0.0346494558931082,0.059165338386831,0.304501995737251,"reject"
"1004","2L 3409660",0.00432090302356902,0.0038757870671431,1.89605098231568,0.022499683530093,0.0473351757447384,0.069029587625575,0.019037450292877,"accept"
"3484","3R 46816006",0.022216742951499,0.0644719358104513,0.214491725658609,0.059147620618275,0.0830966102378889,0.131869381444537,0.292441392757737,"reject"
"91","2L 19208295",0.031689445343055,0.0202483512413598,9.2639700721515,0.085388090590655,0.017445167058525,0.0167003230907951,0.357213438735177,"reject"
"215","2L 2380870",0.080853314890169,0.115260782278814,8.80968670814016,0.112053555816509,0.0818351275474365,0.288085909858657,0.294389302453819,"reject"
"910","2L 34003033",0.226921974743926,0.0240276082320568,0.271334714428511,0.068348229591192,0.138502060367169,0.189856930162397,0.277805912810874,"accept"
"2653","3L 11509353",0.092721668934856,0.053479031649159,4.09251302757467,0.052927182879578,0.0762521727902327,0.171103739071537,0.300377506472492,"reject"
"1070","2L 34181626",0.182811717399467,0.0134407663568376,4.35337234272829,0.0757373201703243,0.015490355266742,0.017777760501152,0.194416689842728,"accept"
"3937","X 9631758",0.121395290345939,0.07411232187547,10.7668306871623,0.015959948578362,0.270520726951334,0.282256710834648,0.315128815218944,"reject"
"3917","X 9578550",0.148677218700923,0.0284619657086239,4.71656352166674,0.017798120654142,0.07045251063941,0.082454795912322,0.363155407418178,"reject"
"2408","2R 28459555",0.087182878223066,0.0210290091386452,1.227391028188,0.054000234709194,0.060314787685952,0.062384053286633,0.117607634823754,"accept"
"1944","2L 4778648",0.115180002964226,0.0054434553643214,4.30305360570911,0.0455768963068066,0.098426193461878,0.128583569459184,0.177617143739028,"accept"
"970","2L 34059915",0.19049220614411,0.0077680411468817,5.28937813879641,0.0545281644359695,0.097042541909304,0.213661407696681,0.330894757985922,"reject"
"1909","2L 4733738",0.074118488795564,0.0029550721416514,3.42516123589388,0.0357771942431349,0.091883197541133,0.120869105492905,0.15102231323813,"accept"
"3298","3R 42905860",0.072603442726796,0.0613889023883663,3.0791257394067,0.013494519598393,0.00585293473687798,0.005688811122458,0.441038081373137,"reject"
"1222","2L 3453187",0.048060553178795,0.00998227469931281,1.701934201069,0.0398027928438213,0.00901775457833701,0.010260854700387,0.038937689423126,"accept"
"2780","3R 12768970",0.10365287847659,0.0160753804318405,7.8457977143116,0.046197647108847,0.04719374250754,0.05761994790043,0.616095568918514,"reject"
"101","2L 1926867",0.030732832774765,0.0020527668909542,0.68611611953326,0.013775463657883,0.027917067882789,0.031664830508323,0.015163089059773,"accept"
"603","2L 3194773",0.000574230644663998,0.0044562875554539,1.27675748798365,0.021755218964265,0.027171900260833,0.030913903200642,0.024298849759981,"accept"
"816","2L 33920335",0.097591337973492,0.0034407567797482,2.84973466924713,0.0346861536270396,0.062298925081868,0.081851923830773,0.227885652642934,"reject"
"945","2L 34039350",0.109700334406839,0.0254939792436298,7.83443597187005,0.0350800405424361,0.193191018400519,0.383434218871654,0.38183589543937,"reject"
"1476","2L 3751384",0.113323511510201,0.000630176870842411,4.40511569816214,0.0546253080288554,0.058951808030308,0.068501857810833,0.130651587002975,"accept"
"2524","2R 47804029",0.132627854076312,0.0329066933975757,10.8654587971641,0.051094964860624,0.080225504382916,0.102202541874578,0.788712987604143,"reject"
"1218","2L 3451348",0.00547297505028504,0.0109282651639886,0.69011365046345,0.027953860080755,0.010436802375999,0.012187018646144,0.013519321589292,"accept"
"1300","2L 3542400",0.083088764459396,0.00989338679894314,3.72146674085596,0.047093469307318,0.048524576792457,0.054784245708332,0.098979165579898,"accept"
"2465","2R 28581891",0.010422733316866,0.0102865865460367,1.14314936747237,0.030273276291516,0.00144817714807002,0.001631786951453,0.00465060008364998,"accept"
"3250","3R 41186153",0.030903027227844,0.05582984922062,5.21434436539938,0.016609386309065,0.068907129106043,0.094637398786861,0.306308927143421,"reject"
"2576","2R 47834630",0.294223015082515,0.0674601639521666,16.0812043272797,0.052623460749398,0.14483996291265,0.170078707570309,0.82377289816315,"reject"
"1479","2L 3752635",0.114684240546506,0.010050315471508,5.39658496740326,0.043269916967508,0.119017299921855,0.23611632516689,0.279681123114157,"reject"
"3487","3R 46829187",0.00495778737261299,0.0474676465849021,8.33928342841812,0.053530948077163,0.073814163947176,0.097295212328518,0.479291466167772,"reject"
"1924","2L 4757531",0.114045972286466,0.00881428195459463,1.22303159174531,0.0440143182517793,0.127817404258049,0.116755129851314,0.17620176585258,"accept"
"1461","2L 3740673",0.124120008469207,0.0015764369087363,4.32545904820123,0.0573843462774211,0.064287507993597,0.086503564223635,0.182234818790328,"accept"
"3269","3R 41380250",0.069534556207055,0.0156465004505534,8.54242797495436,0.029566480178404,0.117944111613062,0.136562559827244,0.370359928868299,"reject"
"2792","3R 21838187",0.385286567815499,0.0307247195272002,4.41304560738056,0.022111898949522,0.00855795797604439,0.114924774385171,0.313895781637717,"accept"
"3354","3R 43659360",0.056080957728193,0.0181170568651453,6.8443594136653,0.013943200864429,0.082796406615035,0.103289542883794,0.505065538046397,"reject"
"488","2L 3089346",0.038999450503637,0.0109205916187881,0.338017152448,0.016889239505333,0.00707733648106698,0.00794830185501499,0.0620761755740911,"accept"
"2397","2R 28451252",0.08678601210811,0.0130605624249297,2.20288450359548,0.0548761348495829,0.028073595442662,0.030815926210491,0.076057701283917,"accept"
