"","id","max.resid"
"1","2L 1000662",0.046548759729287
"2","2L 1043299",0.081721404084692
"4","2L 1057293",0.073341070353645
"5","2L 1090398",0.043755821290577
"6","2L 1090615",0.0785491704746051
"8","2L 10938791",0.080444513406503
"9","2L 10971619",0.000146199592745033
"11","2L 10975508",0.0945322164461839
"12","2L 10975683",0.123249006643286
"13","2L 10976111",0.0453790313580691
"14","2L 10976358",0.111192842566588
"16","2L 10996066",0.019749438868623
"17","2L 10997503",0.112017470364612
"19","2L 11010784",0.102054133520481
"20","2L 11024792",0.207410853824382
"27","2L 11115803",0.24470451398684
"28","2L 11127882",0.056272753609039
"29","2L 11129797",0.141004337600882
"30","2L 11158656",0.123251114273002
"38","2L 11339022",0.109694057625185
"41","2L 11434076",0.036847741179426
"42","2L 11471923",0.102927811898421
"43","2L 1149975",0.0211105622816561
"45","2L 1191566",0.022061010013467
"46","2L 1192276",0.048976394853366
"47","2L 1193919",0.0805850658310659
"48","2L 1204767",0.02235939330882
"49","2L 1205309",0.00681967649615201
"50","2L 1205693",0.049501001338782
"52","2L 12716866",0.022634625907902
"54","2L 1278414",0.035692863977524
"56","2L 1281979",0.029312009555664
"57","2L 1299217",0.073514281529244
"58","2L 1299430",0.00614072753134709
"59","2L 1300296",0.028633774111937
"60","2L 1300828",0.021672177860025
"61","2L 1318697",0.0726362624957
"62","2L 1327540",0.0279386169596879
"63","2L 13294732",0.020399407372519
"64","2L 1329581",0.072718075711694
"65","2L 13324465",0.024050125214141
"66","2L 13324668",0.030470502199263
"67","2L 13324727",0.017353599572612
"68","2L 1352891",0.0293092721577609
"69","2L 1358070",0.0309788921873619
"70","2L 1374035",0.014132252591007
"71","2L 1374089",0.0267547439963131
"72","2L 1374137",0.0267547439963131
"73","2L 1390073",0.00272620389922507
"74","2L 1392846",0.032321425580971
"75","2L 1393389",0.110794574059552
"76","2L 1393390",0.110794574059552
"77","2L 1394123",0.129066619345871
"78","2L 1394550",0.00717144916306101
"79","2L 1397183",0.00766423390224602
"80","2L 1399207",0.0280291762706221
"81","2L 1408344",0.142878739613173
"82","2L 1408345",0.141686554086301
"83","2L 1411701",0.049155859685956
"84","2L 1413921",0.007697067215237
"85","2L 1414327",0.041339678122345
"86","2L 1414392",0.00661299460899301
"87","2L 1415076",0.068798938943189
"88","2L 1417792",0.130659196218273
"89","2L 1417897",0.025580530601793
"90","2L 1418753",0.080669417077685
"91","2L 1419191",0.130402483176666
"92","2L 1419341",0.110420112679686
"93","2L 1419467",0.0121617305417679
"94","2L 1419474",0.130402483176666
"95","2L 1420700",0.00683128842157499
"96","2L 1420940",0.091628022892226
"97","2L 1421270",0.0917415253962121
"98","2L 1422742",0.078443299536857
"99","2L 1423641",0.00658854093104499
"100","2L 1423799",0.127218000861766
"101","2L 1423832",0.025038152975533
"102","2L 1423955",0.00335445391646993
"103","2L 1424002",0.128971114432865
"104","2L 1424262",0.024433686961949
"105","2L 1425351",0.011981648349736
"106","2L 1425488",0.0368636691945641
"107","2L 1441258",0.011960346519876
"108","2L 1444099",0.010394029900596
"109","2L 1444100",0.011960346519876
"110","2L 1471191",0.138130929206948
"111","2L 1471192",0.017663854187002
"112","2L 1471844",0.049895326354689
"113","2L 1480703",0.047497986806771
"114","2L 1480855",0.00603876518436097
"115","2L 1492421",0.035001492277474
"117","2L 1493999",0.048680330912848
"118","2L 1494502",0.0216047901449751
"119","2L 1494801",0.034980388810886
"120","2L 1503019",0.048617082687984
"121","2L 1503022",0.0216047901449751
"122","2L 1503033",0.048926690424065
"123","2L 1503036",0.048617082687984
"124","2L 1504592",0.025139664902301
"125","2L 1505088",0.0518079625539
"126","2L 1505110",0.051419130400459
"127","2L 1515433",0.04589731132897
"129","2L 1515976",0.108178217457749
"130","2L 1516376",0.043011388416818
"132","2L 1516716",0.042201620534668
"134","2L 1518304",0.033444656324859
"135","2L 1519102",0.04626297376215
"136","2L 1519202",0.04626297376215
"137","2L 1519578",0.021473900975256
"138","2L 1520149",0.04626297376215
"139","2L 1520621",0.049860122190085
"140","2L 1520838",0.08027826871999
"141","2L 1522262",0.030377974443808
"142","2L 1522433",0.032863717109038
"143","2L 1522564",0.022741461573756
"144","2L 1522588",0.022964205551546
"145","2L 1522594",0.022964205551546
"146","2L 1522633",0.051419130400459
"147","2L 1523239",0.022741461573756
"148","2L 1523258",0.046701919656278
"149","2L 1524677",0.098534613309843
"150","2L 1525273",0.030377974443808
"151","2L 1525304",0.026848173924907
"152","2L 1525322",0.022872350743474
"153","2L 1525417",0.025159061447074
"155","2L 1525610",0.022741461573756
"156","2L 1525849",0.025159061447074
"157","2L 1526009",0.055239017942518
"158","2L 1526032",0.058440670126588
"159","2L 1526034",0.054549692285755
"160","2L 1526295",0.060939483185168
"161","2L 1526351",0.0233282949456409
"162","2L 1526880",0.0286954627670389
"163","2L 1528003",0.031027851736306
"164","2L 1528999",0.032863717109038
"165","2L 1529377",0.062864079550665
"166","2L 1529623",0.057000427794515
"167","2L 1530166",0.063826377733414
"168","2L 1531945",0.040250509120779
"169","2L 1532906",0.06221626892182
"170","2L 1532956",0.060939483185168
"171","2L 1533168",0.025159061447074
"172","2L 1533597",0.007239898168208
"173","2L 1534625",0.06459691922022
"174","2L 1534934",0.06134431867444
"175","2L 1535027",0.0269805020684449
"176","2L 1535133",0.036712462789014
"178","2L 1535467",0.058390442397895
"179","2L 1535899",0.026466109311637
"180","2L 15360959",0.059403716944507
"182","2L 1538668",0.120823854446394
"183","2L 1538699",0.122161164438866
"188","2L 1539279",0.124660397830301
"189","2L 1539439",0.118796746074152
"190","2L 1539563",0.0204398465381279
"191","2L 1539761",0.035094268525222
"192","2L 1540376",0.026935141686234
"194","2L 1541660",0.034248109981162
"196","2L 1544722",0.0299840181769749
"197","2L 1544932",0.026192244730922
"199","2L 1545164",0.026192244730922
"200","2L 1545387",0.026192244730922
"201","2L 1545507",0.00353580351181193
"202","2L 1545855",0.036118348927949
"205","2L 1547009",0.070306776576286
"206","2L 1547193",0.00601765438258905
"207","2L 1547915",0.00540369110271499
"208","2L 1548144",0.058537363003201
"209","2L 1549010",0.064401014759351
"210","2L 1549145",0.064401014759351
"211","2L 1550705",0.085509315323804
"212","2L 1550792",0.0567696219617639
"213","2L 1551008",0.084836227437157
"214","2L 1552458",0.005170501265368
"215","2L 1553046",0.00624220138482201
"216","2L 1553057",0.108569196699991
"218","2L 1553344",0.005170501265368
"219","2L 1553419",0.022889715399763
"220","2L 1553870",0.022889715399763
"221","2L 1554558",0.036135464528592
"222","2L 1554709",0.036021438766251
"223","2L 1555715",0.00511821812258095
"224","2L 1555719",0.036743658745508
"226","2L 15571374",0.061727063402194
"228","2L 15604056",0.026973682534961
"229","2L 1561277",0.098581350053079
"230","2L 1561457",0.041557556985342
"231","2L 1562026",0.0359778200287789
"232","2L 1562090",0.040163705794163
"233","2L 1563099",0.012124951817272
"234","2L 1563651",0.089602134685746
"235","2L 1564823",0.045829863196299
"236","2L 1564831",0.0123561457049061
"237","2L 1565158",0.045829863196299
"238","2L 1565432",0.0172089562829359
"239","2L 1565630",0.091765661277679
"240","2L 1565843",0.027410005966948
"241","2L 1565854",0.0905648195934829
"242","2L 1566046",0.087010044959547
"243","2L 1566464",0.0275140599896679
"244","2L 1566884",0.036286118954921
"245","2L 1566960",0.0366691193079349
"246","2L 1567547",0.083568506253567
"247","2L 1567645",0.057789689565541
"248","2L 1567950",0.022889715399763
"250","2L 1568399",0.040058081457747
"251","2L 1568456",0.006582298141353
"252","2L 1568762",0.00785908387800599
"253","2L 1569287",0.084595123414044
"254","2L 1569326",0.036819773734265
"255","2L 1569439",0.024081900926635
"256","2L 1569835",0.082832269881607
"257","2L 1570687",0.0272474305058941
"258","2L 1570993",0.024081900926635
"259","2L 1571153",0.035566166394935
"260","2L 157120",0.012959796545795
"261","2L 1571683",0.036229720059831
"262","2L 1571988",0.043646600071379
"265","2L 1573906",0.038627653658444
"266","2L 1574735",0.039446196071287
"267","2L 1575009",0.045987848329556
"268","2L 1575379",0.04310095378131
"272","2L 1593694",0.00602580161535005
"273","2L 1593784",0.00602580161535005
"274","2L 1595847",0.026219266793622
"278","2L 1597867",0.000673425872145916
"279","2L 1597924",0.03733878218342
"280","2L 1601047",0.036244591012304
"281","2L 1602422",0.03054390331516
"282","2L 1602596",0.0510517886637309
"283","2L 1602799",0.034673620310492
"284","2L 1606613",0.036997170549497
"285","2L 1618039",0.019791663966155
"286","2L 1619044",0.0495456524271211
"287","2L 1624250",0.0355320536149271
"288","2L 1625409",0.037915922427445
"289","2L 1628052",0.0338170929163331
"290","2L 1628064",0.0338170929163331
"291","2L 1628680",0.011960541348371
"293","2L 1631445",0.041862199227322
"294","2L 1631662",0.041862199227322
"295","2L 1631906",0.035596050807328
"296","2L 164702",0.0466623528649299
"297","2L 165058",0.052674635650575
"298","2L 1651366",0.038669429937458
"299","2L 1651640",0.043511619569936
"300","2L 1652371",0.011829300364079
"301","2L 1652980",0.012743631959988
"302","2L 1653245",0.0112257450194
"303","2L 1653255",0.0112257450194
"304","2L 165344",0.0127501790179739
"305","2L 1655332",0.00970301606464097
"306","2L 1655831",0.043075101637376
"307","2L 1655984",0.043327316161891
"308","2L 1657013",0.034335900416583
"309","2L 165717",0.0127501790179739
"310","2L 16590152",0.221503345901246
"311","2L 1659778",0.039847008851431
"312","2L 1659780",0.039847008851431
"313","2L 166431",0.0127501790179739
"314","2L 16699149",0.008640379707201
"315","2L 1672730",0.041232629609
"316","2L 1675192",0.043914149533776
"317","2L 1675424",0.043679838037196
"319","2L 1676174",0.038875666134213
"320","2L 1676609",0.044183318025944
"321","2L 1690197",0.0319870575074821
"322","2L 1697518",0.091374717169225
"323","2L 1698203",0.036286118954921
"324","2L 1698937",0.098728352949401
"326","2L 1703777",0.043223893835029
"328","2L 1707210",0.024081900926635
"329","2L 1707389",0.043530597122322
"334","2L 17604643",0.022857441182698
"335","2L 17604739",0.016628521258384
"336","2L 17605871",0.063423746906669
"337","2L 1772266",0.043128410499614
"339","2L 1775872",0.037261483552558
"340","2L 1776108",0.217535869148744
"341","2L 1776617",0.0228167521648109
"342","2L 1776769",0.217535869148744
"343","2L 1777322",0.217535869148744
"344","2L 1778363",0.036776600015091
"345","2L 1778402",0.024933469266511
"346","2L 1786308",0.0305859980840849
"348","2L 1813158",0.05500757114104
"349","2L 181418",0.047044065523171
"350","2L 1818074",0.024081900926635
"352","2L 185562",0.04190332723154
"353","2L 185668",0.16591738803654
"354","2L 185696",0.00663250667375004
"355","2L 185729",0.00663250667375004
"356","2L 185751",0.165873506847794
"359","2L 186764",0.166696010451904
"360","2L 186944",0.013291651227237
"362","2L 1879309",0.00390727777380795
"363","2L 1880860",0.049670117061776
"364","2L 1895599",0.0245654454168389
"365","2L 1906408",0.020505344346019
"366","2L 1925164",0.028970879545245
"368","2L 1928902",0.045670303104144
"369","2L 1930153",0.048349206026917
"370","2L 1930163",0.049590467754042
"371","2L 1930205",0.04305219640186
"375","2L 1941685",0.049311504209666
"376","2L 1942620",0.048349206026917
"377","2L 1945072",0.045083469732259
"378","2L 1948151",0.051378184074809
"379","2L 1954032",0.048349206026917
"381","2L 1961211",0.0172852546213129
"382","2L 1962153",0.043760355128541
"383","2L 1962211",0.016856844102479
"384","2L 1962221",0.048145778610016
"386","2L 1963757",0.00851261826662097
"387","2L 1963941",0.0566803092060471
"388","2L 1964253",0.032531008465578
"391","2L 1970332",0.037941434542465
"392","2L 1970492",0.040919329493762
"393","2L 1970705",0.034476187216582
"394","2L 1975221",0.020505344346019
"395","2L 1976160",0.042542753882562
"396","2L 1976926",0.032966913359344
"397","2L 1996498",0.0394368206647759
"398","2L 1998699",0.020982033463895
"399","2L 2004118",0.065824560268138
"400","2L 2008510",0.039844526543679
"401","2L 2009380",0.036871084929268
"402","2L 2009404",0.052822111984103
