"","id","med.resid","int","stdevresid","f","cor","outlier","class"
"462","3L 5212742",0.00655970790656842,0.0994517010377001,0.018414592499313,2.56390842135144,0.079546361242534,0.165118577075099,"accept"
"226","2R 21853272",0.0122351642401558,0.014272639587982,0.022053337598105,1.09642635480749,0.13388434126407,0.0524844863354039,"accept"
"613","X 17059473",0.032630235747428,0.018110362480849,0.125802833898105,10.4439975820917,0.376584335300012,0.235467349551857,"accept"
"363","2R 7948717",0.0963882002782966,0.076261811890056,0.069550944258934,1.32931787356685,0.140648564941084,0.281818181818182,"accept"
"1011","X 18678405",0.0509599264150089,0.137931757732077,0.103805843101001,1.21718667497234,0.13313114144679,0.327272727272727,"accept"
"1187","X 19143058",0.0374246663730463,0.146444163246908,0.102649301775329,1.03640094730867,0.125472115961642,0.327272727272727,"accept"
"172","2R 19791565",0.0553479374282335,0.135713881717582,0.037504962137837,2.13423374667326,0.048680115129374,0.287364639115142,"accept"
"780","X 18350001",0.036326169405759,0.052710834615998,0.144951248201548,7.57029221782753,0.252898809860954,0.309090909090909,"accept"
"1131","X 18997405",0.0512513131795308,0.154430943101851,0.103773091939427,1.08356085320312,0.127486188143899,0.336363636363636,"accept"
"1389","X 21158368",0.0330808518306179,0.144285640805916,0.107350488123665,1.27361991531283,0.135016396539712,0.327272727272727,"accept"
"1246","X 19221337",0.0406807598904452,0.0551159323717559,0.00811336828630499,0.86815635961352,0.125792729428014,0.153257931426946,"accept"
"903","X 18483223",0.0936997442093614,0.147085652035556,0.102359910052051,1.06834542786702,0.125429632847086,0.327272727272727,"accept"
"718","X 17960231",0.0245296146610068,0.01822160041629,0.14169917513986,8.76677516573341,0.296822945121534,0.327272727272727,"accept"
"425","3L 1649087",0.0221611530947725,0.103636295932952,0.04986807949981,0.5184057158291,0.046849691180707,0.0647233201581031,"accept"
"1183","X 19141533",0.0487122351860748,0.147381840665413,0.100017946919302,1.05251204113968,0.126033475455496,0.327272727272727,"accept"
"591","X 16805466",0.0892545284747798,0.034992314833718,0.033178504590642,1.67254259487636,0.172563531317666,0.277272727272727,"accept"
"1092","X 18887949",0.0348269413180506,0.134931303033222,0.101779256656922,1.44415818325683,0.141943468235699,0.327272727272727,"accept"
"6","2L 2374798",0.0772196654061048,0.154202658190423,0.050510883537599,4.75083979086537,0.092630261901955,0.10989010989011,"accept"
"1362","X 20052892",0.0333829597159639,0.145175522373515,0.106421347530676,1.23181367064615,0.1333466873101,0.327272727272727,"accept"
"371","2R 8003480",0.0356983074566304,0.047964494390586,0.082325698015568,6.10308215969128,0.189074851308789,0.205278574193548,"accept"
"557","X 15857597",0.014549913638714,0.139999282528948,0.115665579591516,2.60290174300936,0.19790250649386,0.0423922321809651,"accept"
"388","2R 9620203",0.073007113724042,0.048974105649519,0.00746545749883903,0.8237875323243,0.055732571228902,0.0363636,"accept"
"38","2L 29452740",0.0177481362814898,0.102278684225115,0.061474002349115,6.22775990895628,0.227874376167477,0.0823747680890531,"accept"
"1173","X 19138316",0.0290141751238432,0.080971798079211,0.00682014434857403,2.60259611562163,0.00202097989025007,0.208827713757292,"accept"
"242","2R 23324084",0.0765966799735728,0.043282959328018,0.00378483652691,0.906706840434719,0.231804801545479,0.050340150340136,"reject"
"1117","X 18941341",0.0220748565542987,0.140790646727624,0.103670240372831,0.9508995437553,0.1225146555522,0.318181818181818,"accept"
"136","2R 11201793",0.0070226829775087,0.087458850801837,0.039731542055241,1.08742494026234,0.129846258362084,0.17424246060606,"accept"
"694","X 17729770",0.0104946440118478,0.058233740924665,0.150162310821168,7.91285118376509,0.251942098072462,0.309090909090909,"accept"
"1274","X 19305628",0.102880393943841,0.111575591874409,0.058944085791005,1.09751409961359,0.128217310790373,0.245454545454545,"accept"
"517","3R 464125",0.011275857459643,0.078623019928894,0.073233519073676,6.12865598147254,0.210451890769297,0.0161290322580645,"accept"
"267","2R 24711300",0.0152885544682989,0.041621396473338,0.094645319588981,16.3676845663718,0.25346213373085,0.202127877698981,"accept"
"803","X 18396346",0.0050851030834483,0.197251920586298,0.07748286929733,1.35644011651803,0.03130031214753,0.318181818181818,"accept"
"908","X 18488749",0.0329339957277768,0.177096354035417,0.060990752550315,0.35024715376667,0.0759853344288799,0.3,"accept"
"713","X 17945789",0.0141081006001133,0.029755796635996,0.145407123864012,9.07409025672537,0.249348502799566,0.327272727272727,"accept"
"1164","X 19132934",0.0502326958648166,0.124297434602116,0.097797769112688,2.82660324150154,0.167464683163291,0.309090909090909,"accept"
"658","X 17610453",0.0225995944800367,0.048509426773851,0.109379632294334,6.57951328357698,0.218584626680874,0.290909090909091,"accept"
"1489","X 23569560",0.1055190529582,0.142975593197302,0.105709449164406,1.21646913756022,0.133487924714904,0.309090909090909,"accept"
"809","X 18406516",0.100277972746471,0.15289404489217,0.102145797623588,0.99891147178863,0.123948307769194,0.327272727272727,"accept"
"36","2L 29452678",0.001735657910823,0.100633687423707,0.070458927110645,5.70522217520632,0.220003103078654,0.0636363636363642,"accept"
"1203","X 19163057",0.047413274875035,0.148343054639998,0.097015585711313,0.99839677156381,0.123678591360902,0.318181818181818,"accept"
"968","X 18575180",0.132046958344493,0.177393108556526,0.110488572134442,0.38646613388464,0.100220977107521,0.327272727272727,"accept"
"549","X 15625928",0.0018951813773795,0.026875609163483,0.134796488265978,8.81608892072455,0.291358619288652,0.327272727272727,"accept"
"1176","X 19138586",0.0312108610439974,0.076990718247686,0.00178449503066402,3.02820909454215,0.0106613853886519,0.138405178546024,"accept"
"1490","X 23591045",0.103644007751252,0.14477500790431,0.106540468241639,1.22397661588192,0.133764371142751,0.318181818181818,"accept"
"1207","X 19163484",0.0430956249386588,0.14795875701322,0.098496924965117,1.03894612080871,0.1251565148212,0.327272727272727,"accept"
"855","X 18451087",0.105205218076308,0.155341083911763,0.100863830999733,0.9407767437611,0.12203861525878,0.327272727272727,"accept"
"279","2R 25562292",0.0760271903528391,0.028872166049836,0.026933604226616,0.0613418167400656,0.101554640826038,0.0278911850340141,"reject"
"270","2R 24759543",0.0672742416995898,0.081279468860339,0.045221954041408,1.41504299310073,0.220590051125375,0.0448419476388295,"reject"
"341","2R 7609634",0.0424979339020786,0.227177244384208,0.032479695138389,0.819699025700815,0.193080870985524,0.2291667,"reject"
"792","X 18365479",0.117197162509687,0.138524641707457,0.103599427119092,1.24693382309786,0.134684505639899,0.336363636363636,"accept"
"872","X 18458731",0.0671673092392414,0.146460718850052,0.109068828917827,1.17278486376342,0.133212719751324,0.309090909090909,"accept"
"746","X 18162445",0.0292054924728826,0.042414882149299,0.142296558270815,8.47171824270392,0.257287576677528,0.281818181818182,"accept"
"1051","X 18830245",0.0556058838497794,0.130789300757367,0.100771910876118,1.46023206240586,0.142939393161322,0.327272727272727,"accept"
"1272","X 19303933",0.035543870490287,0.142833212533983,0.096328370342052,0.909144118563701,0.121323876041189,0.309090909090909,"accept"
"330","2R 54932969",0.0090827202966573,0.070178411410854,0.053767369741731,0.19069515968556,0.04740115304408,0.02181606152381,"accept"
"48","2L 35698373",0.00147693824191398,0.022838521303403,0.062855988823918,3.59353307406473,0.174362690434151,0.1300395256917,"accept"
"627","X 17258360",0.0322598887134777,0.072752595751044,0.129998585835356,6.70814959909472,0.226387505112469,0.318181818181818,"accept"
"1144","X 19064137",0.0277606794352331,0.190047349695249,0.11652376646041,0.7698112764636,0.115279111313059,0.281818181818182,"accept"
"184","2R 20009416",0.00186847352679829,0.24109134058057,0.125877087629939,0.922001480884189,0.165154349970428,0.8125,"reject"
"321","2R 45707198",0.128100487012871,0.010329229408428,0.078285130388116,7.78685345932117,0.193121227838535,0.190322580645161,"accept"
"126","2R 11131513",0.0385332504601058,0.101794056698126,0.059308575507754,0.6930044290425,0.112238648818202,0.260101054545454,"accept"
"217","2R 20687083",0.0914663690956678,0.042526220869643,0.017735996391904,0.261367725137225,0.112995179066776,0.164521235949765,"reject"
"1506","X 24250966",0.0432542054784114,0.026220947750894,0.14857413957131,11.217183404363,0.291690807755167,0.307692307692308,"accept"
"739","X 18089782",0.0307339844651292,0.052263190426411,0.135758513236893,7.73605711635669,0.250116456730654,0.327272727272727,"accept"
"62","2L 43184991",0.0526085441300445,0.249431120124294,0.135279717448519,0.939273050023816,0.161529793918321,0.904761904761905,"reject"
"1097","X 18893929",0.0317730519467578,0.06836079524866,0.127092417858726,14.827258309653,0.276080166983987,0.3,"accept"
"319","2R 42712699",0.0025139950010967,0.00588432237236797,0.078828280334807,8.68403194864556,0.219812957866983,0.259090907272727,"accept"
"1262","X 19282948",0.0682634788367112,0.157832785059734,0.091885153184039,0.58024076401032,0.10799096351857,0.318181818181818,"accept"
"1491","X 23593014",0.110432102689315,0.155076077257289,0.103274494460865,1.01943522638502,0.125135700607459,0.327272727272727,"accept"
"95","2R 11008598",0.0082599028262663,0.198782166816696,0.043121641040543,1.85454535380736,0.021740287347089,0.258642762727273,"accept"
"686","X 17709312",0.0194956363478286,0.057145930212832,0.135870656081551,6.82793660355355,0.239144824648083,0.327272727272727,"accept"
"777","X 18349149",0.038906804098076,0.047002741679961,0.143072590229284,8.62450320836856,0.262850441224556,0.290909090909091,"accept"
"1281","X 19508757",0.00825186857894611,0.131998815536414,0.101634744942416,1.64137696258065,0.149181908529102,0.309090909090909,"accept"
"1305","X 19570081",0.00106314611931589,0.147047640222059,0.104789321441406,1.21201326514167,0.132356405468866,0.327272727272727,"accept"
"1007","X 18677813",0.0608718373882312,0.135616693990254,0.105380864248943,1.24190489330829,0.134029713042254,0.327272727272727,"accept"
"324","2R 47720134",0.0172280069636937,0.039337128481701,0.094383577933215,10.2971695641976,0.260294577803443,0.260947505454545,"accept"
"854","X 18450792",0.122157973716539,0.14885537348005,0.105901779010853,1.16899040441381,0.131267201301407,0.327272727272727,"accept"
"28","2L 29401707",0.0232958007321781,0.048718080780881,0.071880151834967,6.26929420820431,0.21176751215237,0.079249011857708,"accept"
"918","X 18494378",0.132931130244377,0.139681782484514,0.106269203913775,1.27880889216607,0.135346774043655,0.327272727272727,"accept"
"1133","X 19000637",0.137749135665344,0.142363383973851,0.106187592994277,1.20997505359626,0.132933175517143,0.345454545454545,"accept"
"1174","X 19138398",0.0438680427130069,0.138651876236844,0.099798309004732,1.06785202189984,0.126444476206677,0.309090909090909,"accept"
"1370","X 20233027",0.0401858223875826,0.139280429560392,0.104208698355604,1.05028202334083,0.126614959273209,0.290909090909091,"accept"
"165","2R 19177118",0.0670635231101347,0.154542986591895,0.014235299664427,1.62413613867845,0.328239997725459,0.074358988644689,"reject"
"182","2R 19928406",0.0650238947377852,0.03885055949363,0.00111989160324699,0.743010097875132,0.187076229041884,0.048037690894819,"reject"
"1042","X 18778971",0.0875232860229611,0.153455735585854,0.108596481031298,0.99604313863922,0.123780762596542,0.327272727272727,"accept"
"230","2R 22679926",0.123292406429469,0.079836520839599,0.00941336603430801,0.0368763818553798,0.070921066462485,0.0263736120879131,"reject"
"661","X 17616961",0.0144305536545123,0.015122374607691,0.106117012254976,7.22074617834123,0.234515322668024,0.290012804097311,"accept"
"909","X 18489026",0.0192488700920804,0.132256103491813,0.083969391243027,1.43534625873367,0.141883528434734,0.290909090909091,"accept"
"1303","X 19567827",0.0782492747884955,0.127725369487468,0.087759614163765,0.56678530241709,0.108424894574432,0.281818181818182,"accept"
"1331","X 19715308",0.00105930808623569,0.1488306133902,0.102581551546842,1.16960694774305,0.13056811780916,0.327272727272727,"accept"
"607","X 16818696",0.0178670415617636,0.019477394911764,0.091263829146671,8.33673835255078,0.259432117162535,0.304545454545455,"accept"
"96","2R 11013434",0.110749682932202,0.162704740884478,0.089576320681438,0.58267212129351,0.107794714153761,0.345454545454545,"accept"
"1278","X 19455826",0.0102378442422876,0.148162053816885,0.092685080395793,0.84882091017289,0.118463601666157,0.290909090909091,"accept"
"259","2R 24530228",0.0238612121224986,0.067970056793626,0.017216497603039,2.09331696830525,0.043919493398055,0.065415019762846,"accept"
"981","X 18613698",0.118913433555302,0.111243173437028,0.101721977952738,1.54648853789516,0.150510124975431,0.418181818181818,"accept"
"1109","X 18915730",0.0263220015188421,0.135109353926405,0.104166813960401,1.49145629488019,0.146339827958277,0.345454545454545,"accept"
"1486","X 23512674",0.0351150325071782,0.145646788235005,0.105742711144417,1.24230820336042,0.133928438545422,0.327272727272727,"accept"
"1549","X 9231422",0.0500068914073224,0.250963745403387,0.131070433655775,0.956611272318302,0.163197742213886,0.833333333333333,"reject"
"208","2R 20253254",0.0434859544165749,0.253933853499846,0.132529612560666,1.01260690373352,0.172409431318806,0.893795093333333,"reject"
"204","2R 20240555",0.0042474737679436,0.249810107947135,0.077383693153853,1.63162831884461,0.00996344133655003,0.391304347826087,"accept"
